0000.000	0002.5	 0 	 0 	000.0
0000.004	0006.0	 0 	 0 	000.0
0000.008	0006.0	 0 	 0 	047.2
0000.013	0006.0	 0 	 0 	051.8
0000.017	0006.0	 0 	 0 	055.7
0000.021	0005.2	 0 	 0 	066.5
0000.025	0004.3	 0 	 0 	072.8
0000.029	0003.7	 0 	 0 	074.6
0000.034	0003.0	 0 	 0 	073.4
0000.038	0002.4	 0 	 0 	074.5
0000.042	0001.7	 0 	 0 	075.2
0000.046	0000.8	 0 	 0 	076.6
0000.050	0000.0	 0 	 0 	077.6
0000.055	0000.0	 0 	 0 	077.7
0000.059	0000.0	 0 	 0 	077.2
0000.063	0000.0	 0 	 0 	077.3
0000.067	0000.0	 0 	 0 	077.4
0000.071	0000.0	 0 	 0 	077.5
0000.076	0000.0	 0 	 0 	077.8
0000.080	0000.0	 0 	 0 	078.3
0000.084	0000.0	 0 	 0 	078.4
0000.088	0000.0	 0 	 0 	078.5
0000.092	0000.0	 0 	 0 	078.6
0000.097	0000.0	 0 	 0 	078.8
0000.101	0000.0	 0 	 0 	078.9
0000.105	0000.0	 0 	 0 	079.1
0000.109	0000.0	 0 	 0 	079.2
0000.114	0000.0	 0 	 0 	079.3
0000.118	0000.0	 0 	 0 	079.5
0000.122	0000.0	 0 	 0 	079.6
0000.126	0000.0	 0 	 0 	079.7
0000.130	0000.0	 0 	 0 	079.8
0000.135	0000.0	 0 	 0 	080.0
0000.139	0000.0	 0 	 0 	080.1
0000.143	0000.0	 0 	 0 	080.3
0000.147	0000.0	 0 	 0 	080.4
0000.151	0000.0	 0 	 0 	080.5
0000.156	0000.0	 0 	 0 	080.7
0000.160	0000.0	 0 	 0 	080.8
0000.164	0000.0	 0 	 0 	080.9
0000.168	0000.0	 0 	 0 	081.1
0000.172	0000.0	 0 	 0 	081.2
0000.177	0000.0	 0 	 0 	081.3
0000.181	0000.0	 0 	 0 	081.4
0000.185	0000.0	 0 	 0 	081.6
0000.189	0000.0	 0 	 0 	081.7
0000.193	0000.0	 0 	 0 	081.8
0000.198	0000.0	 0 	 0 	081.9
0000.202	0000.0	 0 	 0 	082.0
0000.206	0000.0	 0 	 0 	082.1
0000.210	0000.0	 0 	 0 	082.2
0000.214	0000.0	 0 	 0 	082.3
0000.219	0000.0	 0 	 0 	082.4
0000.223	0000.0	 0 	 0 	082.5
0000.227	0000.0	 0 	 0 	082.5
0000.231	0000.0	 0 	 0 	082.6
0000.235	0000.0	 0 	 0 	082.7
0000.240	0000.0	 0 	 0 	084.2
0000.244	0000.0	 0 	 0 	084.4
0000.248	0000.0	 0 	 0 	084.5
0000.252	0000.0	 0 	 0 	084.7
0000.256	0000.0	 0 	 0 	084.9
0000.261	0000.0	 0 	 0 	085.1
0000.265	0000.0	 0 	 0 	085.2
0000.269	0000.0	 0 	 0 	085.4
0000.273	0000.0	 0 	 0 	085.5
0000.277	0000.0	 0 	 0 	085.7
0000.282	0000.0	 0 	 0 	085.8
0000.286	0000.0	 0 	 0 	086.0
0000.290	0000.0	 0 	 0 	086.1
0000.294	0000.0	 0 	 0 	086.3
0000.298	0000.0	 0 	 0 	086.4
0000.303	0000.0	 0 	 0 	086.6
0000.307	0000.0	 0 	 0 	086.7
0000.311	0000.0	 0 	 0 	086.9
0000.315	0000.0	 0 	 0 	087.0
0000.319	0000.0	 0 	 0 	087.2
0000.324	0000.0	 0 	 0 	087.3
0000.328	0000.0	 0 	 0 	087.5
0000.332	0000.0	 0 	 0 	087.6
0000.336	0000.0	 0 	 0 	087.7
0000.341	0000.0	 0 	 0 	087.9
0000.345	0000.0	 0 	 0 	088.0
0000.349	0000.0	 0 	 0 	088.2
0000.353	0000.0	 0 	 0 	088.3
0000.357	0000.0	 0 	 0 	088.4
0000.362	0000.0	 0 	 0 	088.5
0000.366	0000.0	 0 	 0 	088.7
0000.370	0000.0	 0 	 0 	088.8
0000.374	0000.0	 0 	 0 	088.9
0000.378	0000.0	 0 	 0 	089.0
0000.383	0000.0	 0 	 0 	089.2
0000.387	0000.0	 0 	 0 	089.3
0000.391	0000.0	 0 	 0 	089.4
0000.395	0000.0	 0 	 0 	089.5
0000.399	0000.0	 0 	 0 	089.6
0000.404	0000.0	 0 	 0 	089.8
0000.408	0000.0	 0 	 0 	089.9
0000.412	0000.0	 0 	 0 	090.0
0000.416	0000.0	 0 	 0 	090.1
0000.420	0000.0	 0 	 0 	090.2
0000.425	0000.0	 0 	 0 	090.3
0000.429	0000.0	 0 	 0 	090.4
0000.433	0000.0	 0 	 0 	090.5
0000.437	0000.0	 0 	 0 	090.6
0000.441	0000.0	 0 	 0 	090.7
0000.446	0000.0	 0 	 0 	090.8
0000.450	0000.0	 0 	 0 	090.9
0000.454	0000.0	 0 	 0 	091.0
0000.458	0000.0	 0 	 0 	091.1
0000.462	0000.0	 0 	 0 	091.2
0000.467	0000.0	 0 	 0 	091.3
0000.471	0000.0	 0 	 0 	091.4
0000.475	0000.0	 0 	 0 	091.5
0000.479	0000.0	 0 	 0 	091.6
0000.483	0000.0	 0 	 0 	091.7
0000.488	0000.0	 0 	 0 	091.8
0000.492	0000.0	 0 	 0 	091.9
0000.496	0000.0	 0 	 0 	092.0
0000.500	0000.0	 0 	 0 	092.1
0000.504	0000.0	 0 	 0 	092.2
0000.509	0000.0	 0 	 0 	092.3
