0	0
0.004	0
0.008	63.8
0.013	68.8
0.017	70
0.021	79.3
0.025	100.2
0.029	102.7
0.034	103.2
0.038	104.4
0.042	105.9
0.046	109.3
0.05	111.4
0.055	107.9
0.059	103.9
0.063	101
0.067	98.3
0.071	95.8
0.076	93.2
0.08	91.1
0.084	90.9
0.088	90.8
0.092	90.6
0.097	90.6
0.101	90.5
0.105	90.5
0.109	90.5
0.114	90.5
0.118	90.6
0.122	90.6
0.126	90.7
0.13	90.7
0.135	90.8
0.139	90.9
0.143	90.9
0.147	91
0.151	91.1
0.156	91.2
0.16	91.3
0.164	91.4
0.168	91.5
0.172	91.6
0.177	91.8
0.181	92
0.185	92.1
0.189	92.3
0.193	92.4
0.198	92.6
0.202	92.7
0.206	92.9
0.21	93
0.214	93.1
0.219	93.2
0.223	93.4
0.227	93.5
0.231	93.6
0.235	93.7
0.24	90.8
0.244	91
0.248	91.3
0.252	91.5
0.256	91.7
0.261	92
0.265	92.2
0.269	92.5
0.273	92.7
0.277	92.9
0.282	93.1
0.286	93.3
0.29	93.5
0.294	93.7
0.298	93.9
0.303	94.1
0.307	94.3
0.311	94.6
0.315	94.8
0.319	95
0.324	95.2
0.328	95.4
0.332	95.6
0.336	95.8
0.341	97
0.345	97.1
0.349	97.3
0.353	97.5
0.357	97.6
0.362	97.8
0.366	97.9
0.37	98.1
0.374	98.2
0.378	98.4
0.383	98.5
0.387	98.7
0.391	98.8
0.395	99
0.399	99.1
0.404	99.3
0.408	99.4
0.412	99.5
0.416	99.6
0.42	99.8
0.425	99.9
0.429	100
0.433	100.2
0.437	100.3
0.441	100.4
0.446	100.5
0.45	100.7
0.454	100.8
0.458	100.9
0.462	101
0.467	101.1
0.471	101.3
0.475	101.4
0.479	101.5
0.483	101.6
0.488	101.7
0.492	101.8
0.496	101.9
0.5	102
0.504	102.1
0.509	102.3
0.513	102.4
0.517	102.5
0.521	102.6
0.525	102.7
0.53	102.8
0.534	102.9
0.538	103
0.542	103.1
0.547	103.2
0.551	103.3
0.555	103.4
0.559	103.5
0.563	103.5
0.568	103.6
0.572	103.7
0.576	103.8
0.58	103.9
0.584	104
0.589	104.1
0.593	104.2
0.597	104.3
0.601	104.4
0.605	104.5
0.61	104.5
0.614	104.6
0.618	104.7
0.622	104.8
0.626	104.9
0.631	105
0.635	105
0.639	105.1
0.643	105.2
0.647	105.3
0.652	105.4
0.656	105.4
0.66	105.5
0.664	105.6
0.668	105.7
0.673	105.8
0.677	105.8
0.681	105.9
0.685	106
0.689	106.1
0.694	106.1
0.698	106.2
0.702	106.3
0.706	106.3
0.71	106.4
0.715	106.5
0.719	106.6
0.723	106.6
0.727	106.7
0.731	106.8
0.736	106.9
0.74	106.9
0.744	107
0.748	107.1
0.753	107.1
0.757	107.2
0.761	107.3
0.765	107.3
0.769	107.4
0.774	107.5
0.778	107.5
0.782	107.6
0.786	107.7
0.79	107.7
0.795	107.8
0.799	107.8
0.803	107.9
0.807	108
0.811	108
0.816	108.1
0.82	108.2
0.824	108.2
0.828	108.3
0.832	108.3
0.837	108.4
0.841	108.5
0.845	108.5
0.849	108.6
0.853	108.6
0.858	108.7
0.862	108.8
0.866	108.8
0.87	108.9
0.874	108.9
0.879	109
0.883	109
0.887	109.1
0.891	109.2
0.895	109.2
0.9	109.3
0.904	109.3
0.908	109.4
0.912	109.4
0.916	109.5
0.921	109.5
0.925	109.6
0.929	109.7
0.933	109.7
0.937	109.8
0.942	109.8
0.946	109.9
0.95	109.9
0.954	110
0.958	110
0.963	110.1
0.967	110.1
0.971	110.2
0.975	110.2
0.98	110.3
0.984	110.3
0.988	110.4
0.992	110.4
0.996	110.5
1.001	110.5
1.005	110.6
1.009	110.6
1.013	110.7
1.017	110.7
1.022	110.8
1.026	110.8
1.03	110.9
1.034	110.9
1.038	111
1.043	111
1.047	111.1
1.051	111.1
1.055	111.2
1.059	111.2
1.064	111.3
1.068	111.3
1.072	111.3
1.076	111.4
1.08	111.4
1.085	111.5
1.089	111.5
1.093	111.6
1.097	111.6
1.101	111.7
1.106	111.7
1.11	111.8
1.114	111.8
1.118	111.8
1.122	111.9
1.127	111.9
1.131	112
1.135	112
1.139	112.1
1.143	112.1
1.148	112.1
1.152	112.2
1.156	112.2
1.16	112.3
1.164	112.3
1.169	112.4
1.173	112.4
1.177	112.4
1.181	112.5
1.186	112.5
1.19	112.6
1.194	112.6
1.198	112.6
1.202	112.7
1.207	112.7
1.211	112.8
1.215	112.8
1.219	112.8
1.223	112.9
1.228	112.9
1.232	113
1.236	113
1.24	113
1.244	113.1
1.249	113.1
1.253	113.2
1.257	113.2
1.261	113.2
1.265	113.3
1.27	113.3
1.274	113.4
1.278	113.4
1.282	113.4
1.286	113.5
1.291	113.5
1.295	113.5
1.299	113.6
1.303	113.6
1.307	113.7
1.312	113.7
1.316	113.7
1.32	113.8
1.324	113.8
1.328	113.8
1.333	113.9
1.337	113.9
1.341	113.9
1.345	114
1.349	114
1.354	114.1
1.358	114.1
1.362	114.1
1.366	114.2
1.37	114.2
1.375	114.2
1.379	114.3
1.383	114.3
1.387	114.3
1.391	114.4
1.396	114.4
1.4	114.4
1.404	114.5
1.408	114.5
1.413	114.5
1.417	114.6
1.421	114.6
1.425	114.6
1.429	114.7
1.434	114.7
1.438	114.7
1.442	114.8
1.446	114.8
1.45	114.9
1.455	114.9
1.459	114.9
1.463	114.9
1.467	115
1.471	115
1.476	115
1.48	115.1
1.484	115.1
1.488	115.1
1.492	115.2
1.497	115.2
1.501	115.2
1.505	115.3
1.509	115.3
1.513	115.3
1.518	115.4
1.522	115.4
1.526	115.4
1.53	115.5
1.534	115.5
1.539	115.5
1.543	115.6
1.547	115.6
1.551	115.6
1.555	115.6
1.56	115.7
1.564	115.7
1.568	115.7
1.572	115.8
1.576	115.8
1.581	115.8
1.585	115.9
1.589	115.9
1.593	115.9
1.597	116
1.602	116
1.606	116
1.61	116
1.614	116.1
1.619	116.1
1.623	116.1
1.627	116.2
1.631	116.2
1.635	116.2
1.64	116.2
1.644	116.3
1.648	116.3
1.652	116.3
1.656	116.4
1.661	116.4
1.665	116.4
1.669	116.4
1.673	116.5
1.677	116.5
1.682	116.5
1.686	116.6
1.69	116.6
1.694	116.6
1.698	116.6
1.703	116.7
1.707	116.7
1.711	116.7
1.715	116.8
1.719	116.8
1.724	116.8
1.728	116.8
1.732	116.9
1.736	116.9
1.74	116.9
1.745	117
1.749	117
1.753	117
1.757	117
1.761	117.1
1.766	117.1
1.77	117.1
1.774	117.1
1.778	117.2
1.782	117.2
1.787	117.2
1.791	117.2
1.795	117.3
1.799	117.3
1.803	117.3
1.808	117.3
1.812	117.4
1.816	117.4
1.82	117.4
1.825	117.5
1.829	117.5
1.833	117.5
1.837	117.5
1.841	117.6
1.846	117.6
1.85	117.6
1.854	117.6
1.858	117.7
1.862	117.7
1.867	117.7
1.871	117.7
1.875	117.8
1.879	117.8
1.883	117.8
1.888	117.8
1.892	117.9
1.896	117.9
1.9	117.9
1.904	117.9
1.909	118
1.913	118
1.917	118
1.921	118
1.925	118.1
1.93	118.1
1.934	118.1
1.938	118.1
1.942	118.2
1.946	118.2
1.951	118.2
1.955	118.2
1.959	118.3
1.963	118.3
1.967	118.3
1.972	118.3
1.976	118.3
1.98	118.4
1.984	118.4
1.988	118.4
1.993	118.4
1.997	118.5
2.001	118.5
2.005	118.5
2.009	118.5
2.014	118.6
2.018	118.6
2.022	118.6
2.026	118.6
2.03	118.7
2.035	118.7
2.039	118.7
2.043	118.7
2.047	118.7
2.052	118.8
2.056	118.8
2.06	118.8
2.064	118.8
2.068	118.9
2.073	118.9
2.077	118.9
2.081	118.9
2.085	119
2.089	119
2.094	119
2.098	119
2.102	119
2.106	119.1
2.11	119.1
2.115	119.1
2.119	119.1
2.123	119.2
2.127	119.2
2.131	119.2
2.136	119.2
2.14	119.2
2.144	119.3
2.148	119.3
2.152	119.3
2.157	119.3
2.161	119.4
2.165	119.4
2.169	119.4
2.173	119.4
2.178	119.4
2.182	119.5
2.186	119.5
2.19	119.5
2.194	119.5
2.199	119.5
2.203	119.6
2.207	119.6
2.211	119.6
2.215	119.6
2.22	119.6
2.224	119.7
2.228	119.7
2.232	119.7
2.236	119.7
2.241	119.8
2.245	119.8
2.249	119.8
2.253	119.8
2.258	119.8
2.262	119.9
2.266	119.9
2.27	119.9
2.274	119.9
2.279	119.9
2.283	120
2.287	120
2.291	120
2.295	120
2.3	120
2.304	120.1
2.308	120.1
2.312	120.1
2.316	120.1
2.321	120.1
2.325	120.2
2.329	120.2
2.333	120.2
2.337	120.2
2.342	120.2
2.346	120.3
2.35	120.3
2.354	120.3
2.358	120.3
2.363	120.3
2.367	120.4
2.371	120.4
2.375	120.4
2.379	120.4
2.384	120.4
2.388	120.5
2.392	120.5
2.396	120.5
2.4	120.5
2.405	120.5
2.409	120.6
2.413	120.6
2.417	120.6
2.421	120.6
2.426	120.6
2.43	120.7
2.434	120.7
2.438	120.7
2.442	120.7
2.447	120.7
2.451	120.7
2.455	120.8
2.459	120.8
2.463	120.8
2.468	120.8
2.472	120.8
2.476	120.9
2.48	120.9
2.485	120.9
2.489	120.9
2.493	120.9
2.497	121
2.501	121
2.506	121
2.51	121
2.514	121
2.518	121
2.522	121.1
2.527	121.1
2.531	121.1
2.535	121.1
2.539	121.1
2.543	121.2
2.548	121.2
2.552	121.2
2.556	121.2
2.56	121.2
2.564	121.2
2.569	121.3
2.573	121.3
2.577	121.3
2.581	121.3
2.585	121.3
2.59	121.4
2.594	121.4
2.598	121.4
2.602	121.4
2.606	121.4
2.611	121.4
2.615	121.5
2.619	121.5
2.623	121.5
2.627	121.5
2.632	121.5
2.636	121.6
2.64	121.6
2.644	121.6
2.648	121.6
2.653	121.6
2.657	121.6
2.661	121.7
2.665	121.7
2.669	121.7
2.674	121.7
2.678	121.7
2.682	121.7
2.686	121.8
2.691	121.8
2.695	121.8
2.699	121.8
2.703	121.8
2.707	121.8
2.712	121.9
2.716	121.9
2.72	121.9
2.724	121.9
2.728	121.9
2.733	121.9
2.737	122
2.741	122
2.745	122
2.749	122
2.754	122
2.758	122.1
2.762	122.1
2.766	122.1
2.77	122.1
2.775	122.1
2.779	122.1
2.783	122.2
2.787	122.2
2.791	122.2
2.796	122.2
2.8	122.2
2.804	122.2
2.808	122.2
2.812	122.3
2.817	122.3
2.821	122.3
2.825	122.3
2.829	122.3
2.833	122.3
2.838	122.4
2.842	122.4
2.846	122.4
2.85	122.4
2.854	122.4
2.859	122.4
2.863	122.5
2.867	122.5
2.871	122.5
2.875	122.5
2.88	122.5
2.884	122.5
2.888	122.6
2.892	122.6
2.897	122.6
2.901	122.6
2.905	122.6
