2.909	122.6
2.913	122.7
2.918	122.7
2.922	122.7
2.926	122.7
2.93	122.7
2.934	122.7
2.939	122.7
2.943	122.8
2.947	122.8
2.951	122.8
2.955	122.8
2.96	122.8
2.964	122.8
2.968	122.9
2.972	122.9
2.976	122.9
2.981	122.9
2.985	122.9
2.989	122.9
2.993	123
2.997	123
3.002	123
3.006	123
3.01	123
3.014	123
3.018	123
3.023	123.1
3.027	123.1
3.031	123.1
3.035	123.1
3.039	123.1
3.044	123.1
3.048	123.1
3.052	123.2
3.056	123.2
3.06	123.2
3.065	123.2
3.069	123.2
3.073	123.2
3.077	123.3
3.081	123.3
3.086	123.3
3.09	123.3
3.094	123.3
3.098	123.3
3.102	123.3
3.107	123.4
3.111	123.4
3.115	123.4
3.119	123.4
3.124	123.4
3.128	123.4
3.132	123.4
3.136	123.5
3.14	123.5
3.145	123.5
3.149	123.5
3.153	123.5
3.157	123.5
3.161	123.5
3.166	123.6
3.17	123.6
3.174	123.6
3.178	123.6
3.182	123.6
3.187	123.6
3.191	123.7
3.195	123.7
3.199	123.7
3.203	123.7
3.208	123.7
3.212	123.7
3.216	123.7
3.22	123.8
3.224	123.8
3.229	123.8
3.233	123.8
3.237	123.8
3.241	123.8
3.245	123.8
3.25	123.9
3.254	123.9
3.258	123.9
3.262	123.9
3.266	123.9
3.271	123.9
3.275	123.9
3.279	123.9
3.283	124
3.287	124
3.292	124
3.296	124
3.3	124
3.304	124
3.308	124
3.313	124.1
3.317	124.1
3.321	124.1
3.325	124.1
3.33	124.1
3.334	124.1
3.338	124.1
3.342	124.2
3.346	124.2
3.351	124.2
3.355	124.2
3.359	124.2
3.363	124.2
3.367	124.2
3.372	124.3
3.376	124.3
3.38	124.3
3.384	124.3
3.388	124.3
3.393	124.3
3.397	124.3
3.401	124.3
3.405	124.4
3.409	124.4
3.414	124.4
3.418	124.4
3.422	124.4
3.426	124.4
3.43	124.4
3.435	124.5
3.439	124.5
3.443	124.5
3.447	124.5
3.451	124.5
3.456	124.5
3.46	124.5
3.464	124.5
3.468	124.6
3.472	124.6
3.477	124.6
3.481	124.6
3.485	124.6
3.489	124.6
3.493	124.6
3.498	124.7
3.502	124.7
3.506	124.7
3.51	124.7
3.514	124.7
3.519	124.7
3.523	124.7
3.527	124.7
3.531	124.8
3.535	124.8
3.54	124.8
3.544	124.8
3.548	124.8
3.552	124.8
3.557	124.8
3.561	124.8
3.565	124.9
3.569	124.9
3.573	124.9
3.578	124.9
3.582	124.9
3.586	124.9
3.59	124.9
3.594	125
3.599	125
3.603	125
3.607	125
3.611	125
3.615	125
3.62	125
3.624	125
3.628	125.1
3.632	125.1
3.636	125.1
3.641	125.1
3.645	125.1
3.649	125.1
3.653	125.1
3.657	125.1
3.662	125.2
3.666	125.2
3.67	125.2
3.674	125.2
3.678	125.2
3.683	125.2
3.687	125.2
3.691	125.2
3.695	125.3
3.699	125.3
3.704	125.3
3.708	125.3
3.712	125.3
3.716	125.3
3.72	125.3
3.725	125.3
3.729	125.3
3.733	125.4
3.737	125.4
3.741	125.4
3.746	125.4
3.75	125.4
3.754	125.4
3.758	125.4
3.763	125.4
3.767	125.5
3.771	125.5
3.775	125.5
3.779	125.5
3.784	125.5
3.788	125.5
3.792	125.5
3.796	125.5
3.8	125.6
3.805	125.6
3.809	125.6
3.813	125.6
3.817	125.6
3.821	125.6
3.826	125.6
3.83	125.6
3.834	125.7
3.838	125.7
3.842	125.7
3.847	125.7
3.851	125.7
3.855	125.7
3.859	125.7
3.863	125.7
3.868	125.7
3.872	125.8
3.876	125.8
3.88	125.8
3.884	125.8
3.889	125.8
3.893	125.8
3.897	125.8
3.901	125.8
3.905	125.9
3.91	125.9
3.914	125.9
3.918	125.9
3.922	125.9
3.926	125.9
3.931	125.9
3.935	125.9
3.939	125.9
3.943	126
3.947	126
3.952	126
3.956	126
3.96	126
3.964	126
3.969	126
3.973	126
3.977	126.1
3.981	126.1
3.985	126.1
3.99	126.1
3.994	126.1
3.998	126.1
4.002	126.1
4.006	126.1
4.011	126.1
4.015	126.2
4.019	126.2
4.023	126.2
4.027	126.2
4.032	126.2
4.036	126.2
4.04	126.2
4.044	126.2
4.048	126.2
4.053	126.3
4.057	126.3
4.061	126.3
4.065	126.3
4.069	126.3
4.074	126.3
4.078	126.3
4.082	126.3
4.086	126.3
4.09	126.4
4.095	126.4
4.099	126.4
4.103	126.4
4.107	126.4
4.111	126.4
4.116	126.4
4.12	126.4
4.124	126.4
4.128	126.5
4.132	126.5
4.137	126.5
4.141	126.5
4.145	126.5
4.149	126.5
4.153	126.5
4.158	126.5
4.162	126.5
4.166	126.6
4.17	126.6
4.174	126.6
4.179	126.6
4.183	126.6
4.187	126.6
4.191	126.6
4.196	126.6
4.2	126.6
4.204	126.7
4.208	126.7
4.212	126.7
4.217	126.7
4.221	126.7
4.225	126.7
4.229	126.7
4.233	126.7
4.238	126.7
4.242	126.8
4.246	126.8
4.25	126.8
4.254	126.8
4.259	126.8
4.263	126.8
4.267	126.8
4.271	126.8
4.275	126.8
4.28	126.8
4.284	126.9
4.288	126.9
4.292	126.9
4.296	126.9
4.301	126.9
4.305	126.9
4.309	126.9
4.313	126.9
4.317	126.9
4.322	127
4.326	127
4.33	127
4.334	127
4.338	127
4.343	127
4.347	127
4.351	127
4.355	127
4.359	127
4.364	127.1
4.368	127.1
4.372	127.1
4.376	127.1
4.38	127.1
4.385	127.1
4.389	127.1
4.393	127.1
4.397	127.1
4.402	127.2
4.406	127.2
4.41	127.2
4.414	127.2
4.418	127.2
4.423	127.2
4.427	127.2
4.431	127.2
4.435	127.2
4.439	127.2
4.444	127.3
4.448	127.3
4.452	127.3
4.456	127.3
4.46	127.3
4.465	127.3
4.469	127.3
4.473	127.3
4.477	127.3
4.481	127.3
4.486	127.4
4.49	127.4
4.494	127.4
4.498	127.4
4.502	127.4
4.507	127.4
4.511	127.4
4.515	127.4
4.519	127.4
4.523	127.4
4.528	127.5
4.532	127.5
4.536	127.5
4.54	127.5
4.544	127.5
4.549	127.5
4.553	127.5
4.557	127.5
4.561	127.5
4.565	127.5
4.57	127.6
4.574	127.6
4.578	127.6
4.582	127.6
4.586	127.6
4.591	127.6
4.595	127.6
4.599	127.6
4.603	127.6
4.607	127.6
4.612	127.7
4.616	127.7
4.62	127.7
4.624	127.7
4.629	127.7
4.633	127.7
4.637	127.7
4.641	127.7
4.645	127.7
4.65	127.7
4.654	127.8
4.658	127.8
4.662	127.8
4.666	127.8
4.671	127.8
4.675	127.8
4.679	127.8
4.683	127.8
4.687	127.8
4.692	127.8
4.696	127.9
4.7	127.9
4.704	127.9
4.708	127.9
4.713	127.9
4.717	127.9
4.721	127.9
4.725	127.9
4.729	127.9
4.734	127.9
4.738	127.9
4.742	128
4.746	128
4.75	128
4.755	128
4.759	128
4.763	128
4.767	128
4.771	128
4.776	128
4.78	128
4.784	128.1
4.788	128.1
4.792	128.1
4.797	128.1
4.801	128.1
4.805	128.1
4.809	128.1
4.813	128.1
4.818	128.1
4.822	128.1
4.826	128.2
4.83	128.2
4.835	128.2
4.839	128.2
4.843	128.2
4.847	128.2
4.851	128.2
4.856	128.2
4.86	128.2
4.864	128.2
4.868	128.2
4.872	128.3
4.877	128.3
4.881	128.3
4.885	128.3
4.889	128.3
4.893	128.3
4.898	128.3
4.902	128.3
4.906	128.3
4.91	128.3
4.914	128.3
4.919	128.4
4.923	128.4
4.927	128.4
4.931	128.4
4.935	128.4
4.94	128.4
4.944	128.4
4.948	128.4
4.952	128.4
4.956	128.4
4.961	128.4
4.965	128.5
4.969	128.5
4.973	128.5
4.977	128.5
4.982	128.5
4.986	128.5
4.99	128.5
